slot,name,tone_bytes_hex,volume,bender_dco,bender_vcf,bender_lfo,portamento,key_mode,transpose,master_tune_cents,velocity,unit_character,product_chorus_noise,polyphony,oversample_factor,frames,sample_peak,sample_peak_dbfs,samples_over_0dbfs,max_400ms_stereo_rms,max_400ms_stereo_rms_dbfs,relative_gate_db,gated_windows,total_windows,relative_gated_stereo_rms,relative_gated_stereo_rms_dbfs,corpus_median_gated_rms_dbfs,gated_delta_from_median_db,crest_db,warnings
A11,"Brass Set 1",1431006600230d3a00566c03312d20005111,0.800000012,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.200520352,-13.956830854,0,0.047407990,-26.482969200,-46.482969200,196,259,0.014892685,-36.540539758,-34.142022447,-2.398517311,22.583708904,""
A12,"Brass Swell",06300038002b111a00544b40762625465219,0.591000021,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.173380435,-15.219998260,0,0.054056580,-25.343028651,-45.343028651,211,259,0.027746738,-31.135761227,-34.142022447,3.006261220,15.915762967,""
A13,"Trumpet",342d086600372218013b7f05423010003209,0.800000012,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.134267822,-17.440561123,0,0.031665193,-29.988357210,-49.988357210,205,259,0.011057371,-39.126962400,-34.142022447,-4.984939953,21.686401277,""
A14,"Flutes",3c2b01000037200a0b297f17510012003201,0.800000012,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.056070391,-25.025328294,0,0.017110744,-35.334622106,-55.334622106,102,259,0.006469741,-43.782262434,-34.142022447,-9.640239987,18.756934140,""
A15,"Moving Strings",3f000027004d1404006f220d5758230e1a10,0.800000012,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.107323267,-19.386122346,0,0.031006216,-30.171024511,-50.171024511,219,259,0.015258818,-36.329582370,-34.142022447,-2.187559923,16.943460024,""
A16,"Brass & Strings",23000038004c110400294e2c42352c174918,0.579999983,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.190711707,-14.392452938,0,0.064230386,-23.845189339,-43.845189339,222,259,0.025255353,-31.952931243,-34.142022447,2.189091204,17.560478306,""
A17,"Choir",3b0e0d19003b5e02003e7f440b7f30004a09,0.382999986,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.198485062,-14.045443475,0,0.059637910,-24.489551729,-44.489551729,230,259,0.027978451,-31.063526604,-34.142022447,3.078495843,17.018083129,""
A18,"Piano I",1431005000410c0a001b670042001e562a11,0.800000012,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.177126586,-15.034324939,0,0.053973844,-25.356332984,-45.356332984,97,259,0.019638203,-34.137965290,-34.142022447,0.004057157,19.103640350,""
A21,"Organ I",360f0035002b4c0e017f64000a520017291c,0.462000012,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.156278536,-16.122013332,0,0.046212880,-26.704739287,-46.704739287,219,259,0.027892432,-31.090272428,-34.142022447,3.051750019,14.968259095,""
A22,"Organ II",2c0f003500354c0e01554a000a52003a4a1c,0.556999981,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.188403696,-14.498211642,0,0.052648453,-25.572287759,-45.572287759,218,259,0.027923648,-31.080557041,-34.142022447,3.061465406,16.582345398,""
A23,"Combo Organ",4b150939003f4604006d6000302b2e3d2c0d,0.800000012,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.147627085,-16.616679086,0,0.047103589,-26.538920079,-46.538920079,216,259,0.023047772,-32.747421003,-34.142022447,1.394601444,16.130741917,""
A24,"Calliope",52280b0000571b11003859077f7f06304a0b,0.768999994,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.213094383,-13.428559936,0,0.052495497,-25.597558925,-45.597558925,215,259,0.025595112,-31.836859397,-34.142022447,2.305163050,18.408299461,""
A25,"Donald Pluck",4c1509390049690f004e5202052b0a7f2c07,0.800000012,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.119446337,-18.456543264,0,0.037225877,-28.583101347,-48.583101347,216,259,0.017457074,-35.160570717,-34.142022447,-1.018548270,16.704027454,""
A26,"Celeste* (1 oct.up)",1c00000000211836002660002c00510f2c19,0.800000012,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",12,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.144691333,-16.791149636,0,0.033936335,-29.386701361,-49.386701361,35,259,0.015688217,-36.088528117,-34.142022447,-1.946505670,19.297378481,""
A27,"Elect. Piano I",3b00000000101f3d06237f01552b28002901,0.800000012,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.118945599,-18.493032474,0,0.023538402,-32.564460516,-52.564460516,110,259,0.008714872,-41.194779519,-34.142022447,-7.052757072,22.701747045,""
A28,"Elect. Piano II",000000470032450700506600440016004911,0.800000012,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.162885576,-15.762347415,0,0.051271845,-25.802421021,-45.802421021,97,259,0.018515335,-34.649368305,-34.142022447,-0.507345858,18.887020890,""
A31,"Clock Chimes* (1 oct. up)",3b000000162c7f00007f68003000337f441b,0.800000012,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",12,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.124514125,-18.095627560,0,0.029243199,-30.679502375,-50.679502375,60,259,0.011558354,-38.742080465,-34.142022447,-4.600058018,20.646452906,""
A32,"Steel Drums",2135002009472e1a007f7f001a0025214a1b,0.744000018,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.304169804,-10.337678046,0,0.053747400,-25.392850820,-45.392850820,28,259,0.027805440,-31.117404484,-34.142022447,3.024617963,20.779726439,""
A33,"Xylophone",00000000001d183600337f001d1d260f2c19,0.800000012,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.247638211,-12.123646854,0,0.040004413,-27.957841980,-47.957841980,25,259,0.021909470,-33.187362410,-34.142022447,0.954660037,21.063715556,""
A34,"Brass III",341400230042180b000c7f3a645e25165219,0.393999994,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.202369779,-13.877086837,0,0.053111197,-25.496278175,-45.496278175,216,259,0.027968102,-31.066740230,-34.142022447,3.075282217,17.189653393,""
A35,"Fanfare",2f000046002c002000432148684b31325918,0.596000016,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.195460081,-14.178838507,0,0.050338564,-25.961983633,-45.961983633,231,259,0.025649758,-31.818334695,-34.142022447,2.323687752,17.639496188,""
A36,"String III",301b006600470e000054493f1f7f2d001a10,0.616999984,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.199937001,-13.982136535,0,0.054960797,-25.198939617,-45.198939617,234,259,0.026160206,-31.647176660,-34.142022447,2.494845787,17.665040125,""
A37,"Pizzicato",3c12006600420205002a7f000b000c005a00,0.800000012,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.208746150,-13.607630508,0,0.013935847,-37.117332299,-57.117332299,19,259,0.008583187,-41.327028799,-34.142022447,-7.185006352,27.719398292,""
A38,"High Strings",3a0e00660054080200474d122c7f28000c08,0.774999976,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.196709305,-14.123501919,0,0.052546602,-25.589107195,-45.589107195,224,259,0.024469391,-32.227536824,-34.142022447,1.914485623,18.104034905,""
A41,"Bass clarinet",342d080000302419083a680b4b0019002911,0.800000012,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.130245641,-17.704736059,0,0.042911037,-27.348619753,-47.348619753,114,259,0.015153920,-36.389500312,-34.142022447,-2.247477865,18.684764252,""
A42,"English Horn",2f2d096600463007001b7f08511a10002a01,0.800000012,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.098811321,-20.103865896,0,0.023017067,-32.759000519,-52.759000519,144,259,0.007179585,-42.878013071,-34.142022447,-8.735990624,22.774147175,""
A43,"Brass Ensemble",342d0066002e2c1d013b67106761221f5211,0.800000012,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.194312751,-14.229973979,0,0.046826240,-26.590214245,-46.590214245,219,259,0.022479711,-32.964185629,-34.142022447,1.177836817,18.734211650,""
A44,"Guitar",563a0041000c0f47001e600034361f003911,0.800000012,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.182172149,-14.790360349,0,0.052657054,-25.570868904,-45.570868904,157,259,0.016134950,-35.844647693,-34.142022447,-1.702625246,21.054287343,""
A45,"Koto",5a1c005e00283a1d004b7f00380027024a01,0.800000012,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.164364412,-15.683844169,0,0.030657540,-30.269253889,-50.269253889,36,259,0.012415586,-38.120655553,-34.142022447,-3.978633106,22.436811384,""
A46,"Dark Pluck",1f00005700263d1b00475a00340f3f610a19,0.800000012,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.256236225,-11.827189438,0,0.066241369,-23.577414004,-43.577414004,164,259,0.022414754,-32.989320460,-34.142022447,1.152701987,21.162131021,""
A47,"Funky I",04000049001f1733002947001e240240591d,0.354000002,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.120471448,-18.382317414,0,0.040394380,-27.873580989,-47.873580989,218,259,0.024481835,-32.223120714,-34.142022447,1.918901733,13.840803300,""
A48,"Synth Bass I (unison)",3a1001393220004200234b00220024662919,0.254000008,0.300000012,0.000000000,0.000000000,0.000000000,"Solo Unison",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.140353277,-17.055548838,0,0.043904726,-27.149774519,-47.149774519,32,259,0.027891468,-31.090572506,-34.142022447,3.051449941,14.035023668,""
A51,"Lead I",4858120000286124003463002d4900002a1d,0.660000026,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.172099084,-15.284428841,0,0.052220298,-25.643213109,-45.643213109,219,259,0.028011621,-31.053235173,-34.142022447,3.088787274,15.768806332,""
A52,"Lead II",18580035002d002b00343801175b4b4f3914,0.800000012,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.136687979,-17.285393548,0,0.048415896,-26.300240593,-46.300240593,219,259,0.025050810,-32.023564619,-34.142022447,2.118457828,14.738171071,""
A53,"Lead III",56471566003c1f12014c7f0042300b003215,0.800000012,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.187026843,-14.561921119,0,0.051636192,-25.740915825,-45.740915825,219,259,0.026024100,-31.692485485,-34.142022447,2.449536962,17.130564366,""
A54,"Funky II",0400003000051751002964001e2702394a15,0.800000012,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.270089984,-11.369830419,0,0.049978605,-26.024317367,-46.024317367,66,259,0.018517235,-34.648477159,-34.142022447,-0.506454712,23.278646740,""
A55,"Synth Bass II",5a150000002b002f00004e002509162d311c,0.790000021,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.187902272,-14.521359385,0,0.056894312,-24.898623003,-44.898623003,216,259,0.027879900,-31.094175624,-34.142022447,3.047846823,16.572816240,""
A56,"Funky III",040000096526362d000a4f001800027f391d,0.337000012,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.116276152,-18.690186949,0,0.044945012,-26.946370043,-46.946370043,182,259,0.026357730,-31.581839981,-34.142022447,2.560182466,12.891653032,""
A57,"Thud Wah",3e000066084e592200006a0000662d201a1a,0.321999997,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.168545812,-15.465640667,0,0.052266563,-25.635521141,-45.635521141,247,259,0.024860087,-32.089947196,-34.142022447,2.052075251,16.624306529,""
A58,"Going Up",000000641c4f7f2500414b006c127f002213,0.800000012,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.080856770,-21.845672200,0,0.028729345,-30.833485391,-50.833485391,259,259,0.010807663,-39.325364105,-34.142022447,-5.183341658,17.479691905,""
A61,"Piano II",01000048002f002700054e00620020732a10,0.800000012,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.168095350,-15.488885991,0,0.056686632,-24.930386847,-44.930386847,154,259,0.020115856,-33.929229498,-34.142022447,0.212792949,18.440343507,""
A62,"Clav",420f016600070b560200780027300e004915,0.759999990,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.274355710,-11.233719947,0,0.030889981,-30.203647171,-50.203647171,134,259,0.010229769,-39.802683232,-34.142022447,-5.660660785,28.568963284,""
A63,"Frontier Organ",4f0f03550045360000347f00007f001d2a1c,0.321000010,0.300000012,0.000000000,0.000000000,0.000000000,"Poly 1",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.178772777,-14.953972257,0,0.054746926,-25.232805291,-45.232805291,217,259,0.027861040,-31.100053480,-34.142022447,3.041968967,16.146081223,""
A64,"Snare Drum (unison)",341b00005b5e0b110000650019001e402211,0.800000012,0.300000012,0.000000000,0.000000000,0.000000000,"Solo Unison",0,0.000000000,0.000000000,1.000000000,0.298580378,6,4,1260000,0.176772028,-15.051729103,0,0.033344332,-29.539559503,-49.539559503,29,259,0.025002949,-32.040175182,-34.142022447,2.101847265,16.988446079,""
