01-chorus-timing,12.4259,-1.66237,0
02-sweep-trajectory,8.74711,-0.955806,0
03-bbd-transfer-loss,-20.4465,-47.2444,0
04-stage-offsets,-14.8813,-28.9584,0
05-vca-feedthrough,-52.9828,-78.1035,0
